"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
2110,0.409,-2.952,NA,167797,NA,0.831,NA,100.024,NA,0.0607,NA,NA,1,68
2111,0.108,-7.501,0.537,307866,4,0.356,0.462,136.634,0.574,NA,6,9.75e-05,1,67
2112,0.107,-7.56,0.659,304026,4,NA,NA,127.892,NA,NA,5,1.88e-05,NA,56
2113,0.099,-6.35,0.818,210367,4,NA,0.54,97.064,0.0143,0.0544,NA,0.000512,0,94
2114,NA,-5.892,0.778,218093,4,NA,NA,100.024,0.284,0.0712,NA,0,NA,84
2115,0.182,-6.982,0.695,212400,4,0.937,NA,113.357,0.0262,0.0428,NA,2.41e-05,1,55
2116,NA,NA,0.708,50573,4,0.648,0.552,140.127,NA,0.0502,NA,0.934,0,40
2117,NA,-8.211,0.389,179520,4,0.526,0.586,NA,0.385,NA,9,NA,1,49
2118,0.63,-5.873,NA,NA,4,0.58,NA,87.07,0.255,0.289,1,0,0,63
2119,0.143,-4.054,0.509,264706,NA,NA,NA,116.529,0.00189,0.0338,6,0.000549,NA,65
2120,0.146,NA,0.687,NA,4,NA,0.766,94.973,0.0557,NA,11,0.00107,1,73
2121,0.115,NA,NA,145205,4,NA,0.53,103.02,0.175,0.0933,11,NA,0,37
2122,0.111,-13.604,0.608,199906,4,0.27,0.238,78.013,0.885,0.0434,NA,0.125,1,72
2123,0.0783,NA,0.753,445893,4,0.898,NA,NA,3.96e-05,0.0535,0,0.748,1,13
2124,0.195,NA,0.452,292696,4,0.214,0.361,105.617,0.782,NA,8,0.00141,NA,23
2125,0.107,-22.436,NA,172000,NA,0.268,0.0437,NA,NA,0.0332,NA,NA,1,63
2126,0.689,-10.564,NA,227733,NA,0.762,0.742,NA,0.000901,0.0334,4,0.00216,NA,44
2127,0.0858,-9.307,NA,225626,NA,0.69,NA,127.224,0.0152,0.0473,4,NA,1,69
2128,0.0984,NA,NA,167404,4,NA,0.104,119.91,NA,0.0411,NA,0.0158,1,26
2129,0.116,-7.622,0.699,165000,4,0.493,0.558,79.992,0.462,0.0603,11,NA,1,91
2130,0.0956,-5.544,0.541,237567,4,0.541,0.718,146.037,0.178,0.0295,NA,NA,0,14
2131,NA,-9.668,NA,315266,NA,NA,0.781,171.829,0.0581,0.0471,8,0,1,47
2132,0.255,-5.938,0.7,199384,4,0.258,0.611,NA,0.0599,0.0511,NA,NA,1,60
2133,0.229,NA,0.752,199948,4,0.425,0.645,NA,0.153,NA,NA,NA,NA,64
2134,NA,-6.02,NA,NA,4,NA,0.612,168.197,NA,0.424,NA,0,NA,77
2135,0.102,NA,NA,220850,4,0.268,0.694,129.921,NA,0.0706,5,0,1,86
2136,0.116,NA,NA,NA,NA,NA,0.839,116.854,0.0558,0.118,9,NA,0,57
2137,0.267,-6.641,0.582,443480,4,NA,0.61,NA,0.779,0.103,11,NA,0,60
2138,0.258,NA,0.765,NA,4,NA,0.672,NA,NA,NA,0,NA,1,66
2139,0.0521,NA,0.802,288293,4,0.963,0.756,131.715,0.0843,0.0349,2,0.00765,0,73
2140,NA,-8.851,0.608,191946,4,0.745,0.746,134.03,0.026,NA,0,2.39e-06,1,68
2141,0.325,-5.189,0.349,122706,4,0.775,0.723,138.804,0.00751,0.0342,2,0.00575,NA,44
2142,0.0696,-2.274,NA,NA,4,NA,NA,NA,0.000106,NA,NA,NA,0,56
2143,0.127,-6.86,NA,191935,NA,0.648,0.45,90.055,0.443,0.0896,NA,3.28e-05,1,61
2144,0.102,-15.162,0.799,147716,NA,0.615,0.0375,NA,0.891,NA,11,0.928,NA,52
2145,0.154,-5.585,0.877,162053,4,0.272,0.514,119.998,NA,NA,2,0,NA,81
2146,NA,-7.868,0.555,221840,4,0.582,0.757,129.607,0.103,NA,1,1.16e-06,0,72
2147,NA,-3.825,0.494,NA,4,NA,0.78,159.708,NA,0.064,NA,NA,1,16
2148,0.105,NA,0.675,154740,4,0.682,0.366,151.999,0.404,0.105,8,0.823,NA,31
2149,0.505,NA,0.525,NA,4,0.965,0.622,135.816,NA,0.0367,4,0,1,30
2150,0.105,NA,0.922,181263,4,0.595,0.581,140.022,0.00104,0.27,10,5.86e-05,1,89
2151,0.0735,-10.078,0.674,296320,4,0.497,0.542,94.988,0.246,NA,4,0,1,58
2152,0.0876,-5.238,0.521,307360,4,0.518,0.701,127.087,0.0892,0.0458,NA,0,NA,51
2153,0.133,-13.135,NA,232361,NA,0.669,NA,NA,NA,0.0354,7,0.0992,NA,42
2154,0.182,NA,NA,176630,4,0.313,0.579,NA,0.064,0.299,NA,2.38e-06,1,75
2155,0.0519,NA,0.967,242733,4,NA,0.583,NA,0.0584,0.0789,7,NA,0,77
2156,NA,NA,0.657,NA,NA,0.258,0.699,NA,0.335,NA,6,0.000123,NA,44
2157,0.127,-3.715,0.522,193568,4,0.296,0.833,180.009,NA,NA,NA,0,1,71
2158,0.0688,NA,NA,216880,NA,0.889,NA,79.237,NA,0.0608,9,3.4e-06,1,65
2159,0.0956,-7.619,0.551,210960,NA,0.692,NA,99.919,0.194,0.189,1,0,0,71
2160,NA,-10.682,0.55,NA,4,0.15,0.348,65.973,0.78,0.047,0,0,1,24
2161,0.631,-5.852,NA,162466,4,0.813,0.783,105.39,0.416,0.0457,NA,1.54e-06,1,75
2162,0.142,-14.047,0.614,145586,NA,0.462,NA,102.355,0.512,0.0397,9,3.7e-06,0,40
2163,0.122,-3.899,0.42,NA,4,0.3,0.929,127.204,0.000353,0.121,7,0.000747,0,54
2164,0.158,-6.677,NA,201373,4,NA,NA,89.521,NA,NA,2,0,1,35
2165,0.34,NA,0.752,199333,NA,0.487,NA,NA,NA,0.288,4,NA,0,26
2166,NA,-7.42,NA,NA,4,0.528,NA,153.005,0.00117,0.0436,6,1.46e-06,0,63
2167,NA,NA,0.531,516893,4,0.491,0.481,138.45,NA,NA,4,NA,NA,69
2168,NA,-7.725,NA,253330,4,0.411,0.524,93.998,0.0249,0.0759,0,NA,1,60
2169,0.0501,-10.456,0.807,NA,NA,0.651,NA,148.491,0.0102,0.0758,9,1.98e-06,NA,78
2170,0.0732,-9.799,NA,154753,4,NA,0.591,138.007,0.000235,NA,2,0.873,NA,32
2171,NA,NA,0.579,210861,5,0.929,NA,174.933,0.147,0.0708,10,0.54,1,29
2172,0.0534,-3.808,0.845,301721,NA,NA,0.831,116.935,0.138,NA,NA,0,NA,15
2173,0.13,NA,NA,225239,4,0.501,NA,NA,0.44,0.0296,NA,0,0,62
2174,NA,-5.709,NA,NA,4,0.768,0.812,89.041,0.369,0.423,11,NA,0,42
2175,NA,-4.919,0.526,180725,4,NA,NA,109.079,0.014,NA,2,0.00365,1,41
2176,0.103,-7.826,0.576,236525,NA,0.283,0.291,67.887,NA,0.0302,NA,0,1,30
2177,NA,-10.917,0.645,173829,NA,NA,NA,129.641,0.718,0.292,NA,NA,1,51
2178,0.0607,NA,0.704,176346,4,0.451,0.423,113.962,0.416,0.0862,8,NA,1,66
2179,NA,-6.087,0.611,340853,4,NA,0.686,101.657,NA,NA,1,2.11e-06,NA,24
2180,0.102,NA,NA,NA,NA,0.59,0.656,130.949,NA,0.0679,NA,0,NA,58
2181,0.406,-10.615,0.759,195160,4,0.244,0.498,126.972,0.223,NA,10,5.84e-05,1,81
2182,0.241,NA,0.667,NA,NA,0.924,0.803,NA,0.58,NA,NA,NA,0,47
2183,0.0879,-6.666,0.702,213445,NA,NA,0.705,154.911,0.258,0.0543,0,5.93e-06,1,65
2184,NA,NA,0.68,231266,4,NA,0.563,NA,0.354,0.0454,10,0,1,95
2185,0.316,-6.73,NA,NA,4,NA,0.627,NA,NA,0.0518,5,0.00908,1,56
2186,NA,-8.027,0.648,166546,4,NA,NA,139.996,NA,0.0943,9,2.85e-06,NA,42
2187,NA,NA,0.861,223146,4,0.575,0.822,NA,0.113,0.131,2,0,1,53
2188,NA,-7.052,0.308,NA,4,NA,NA,NA,0.0639,NA,NA,1.16e-05,NA,62
2189,0.562,-4.084,0.507,247504,4,0.336,0.887,128.015,0.00731,0.141,5,0,0,34
2190,0.0568,-12.596,0.246,354266,4,0.0393,NA,NA,0.586,0.0376,9,NA,0,6
2191,0.167,-6.859,0.54,NA,4,0.671,0.519,82.523,0.702,0.448,0,0,NA,37
2192,NA,-7.015,0.676,219920,NA,0.643,NA,85.853,NA,NA,NA,3.01e-05,0,0
2193,0.134,-3.571,0.522,NA,4,NA,0.676,67.427,NA,0.16,5,NA,NA,72
2194,0.108,-7.902,0.42,NA,4,0.476,0.672,NA,0.0067,0.027,6,0,1,72
2195,0.911,NA,0.457,NA,NA,0.758,0.949,NA,0.174,0.0736,NA,NA,0,41
2196,0.22,NA,NA,282560,4,0.39,0.959,111.012,0.000766,0.076,2,NA,NA,32
2197,NA,NA,0.534,231546,4,0.145,0.583,105.997,0.0262,NA,2,NA,NA,84
2198,0.069,-4.632,0.505,NA,4,0.565,NA,130.121,0.00772,0.0475,0,7.9e-05,NA,69
2199,0.23,NA,0.75,NA,NA,0.786,NA,92.05,0.203,0.231,NA,NA,1,42
2200,0.268,NA,0.259,220533,NA,NA,0.978,132.97,0.000477,NA,NA,NA,1,11
2201,0.117,-8.455,NA,244840,4,0.409,0.463,NA,0.159,0.0326,NA,0.0771,1,55
2202,0.0916,-9.68,0.675,NA,4,NA,NA,104.765,NA,0.0386,NA,NA,1,63
2203,0.58,NA,0.713,208486,4,0.742,0.825,127.95,NA,NA,NA,0,NA,77
2204,0.327,-4.62,NA,NA,4,0.709,0.881,129.95,0.000256,0.0666,0,0,1,50
2205,0.115,-6.857,NA,198440,NA,0.599,0.56,140.975,0.749,0.0486,9,NA,1,76
2206,NA,-6.637,0.575,218320,4,0.127,NA,159.764,0.13,0.0776,5,NA,NA,31
2207,0.144,NA,0.772,210240,3,0.357,0.256,118.902,NA,0.0481,7,0.00612,0,69
2208,0.0557,NA,0.476,353786,NA,0.109,NA,NA,NA,NA,8,0.158,1,61
2209,0.0578,NA,0.765,NA,4,0.773,0.813,NA,0.0169,NA,2,NA,1,38
2210,NA,NA,0.644,140500,4,NA,NA,139.946,0.837,NA,NA,NA,NA,51
2211,NA,-8.117,0.493,206209,4,NA,NA,NA,0.0425,0.0261,NA,1.47e-06,NA,69
2212,0.141,NA,NA,171906,4,0.294,NA,NA,0.47,0.0282,NA,0,0,48
2213,NA,-6.117,0.365,NA,4,0.712,0.778,NA,NA,NA,5,NA,0,52
2214,0.18,NA,0.764,223933,4,0.581,NA,146.075,0.0439,0.189,NA,3.67e-06,NA,71
2215,NA,-8.788,NA,158218,4,NA,0.506,129.935,0.153,NA,NA,NA,1,50
2216,0.126,-7.747,NA,287000,4,0.493,NA,NA,0.0387,0.0332,7,3.76e-06,NA,66
2217,0.19,-9.849,0.746,187216,4,NA,0.404,142.913,0.128,0.403,NA,2.05e-05,0,78
2218,NA,-7.448,0.575,203240,4,NA,0.764,123.821,0.566,0.0746,4,1.07e-05,NA,66
2219,NA,-4.598,0.709,NA,4,NA,0.771,174.006,0.146,NA,NA,NA,1,73
2220,0.295,-4.988,0.36,NA,4,NA,0.879,NA,5.54e-05,0.0666,4,0,NA,8
2221,0.458,-3.248,0.44,208240,3,0.229,0.785,170.071,0.0924,NA,NA,0,0,49
2222,0.0401,-13.439,0.725,NA,NA,0.926,0.273,176.192,0.646,0.0615,NA,1.16e-06,1,48
2223,0.206,-7.817,0.357,193200,4,0.354,0.43,82.422,0.819,0.0312,9,0.000538,0,1
2224,0.131,-3.942,NA,NA,4,0.115,0.864,123.022,0.00349,0.041,1,2.2e-05,0,72
2225,0.115,-4.382,0.627,227240,NA,NA,0.693,129.801,NA,0.0856,NA,NA,1,64
2226,NA,NA,0.632,NA,NA,NA,NA,NA,0.0119,0.0438,11,NA,NA,72
2227,0.102,-5.194,0.839,242520,4,0.575,0.705,NA,0.0184,0.0445,5,1.77e-05,NA,77
2228,0.211,-5.909,0.423,204004,NA,0.467,0.393,179.921,0.701,0.0291,NA,0,1,29
2229,0.143,NA,0.548,NA,4,NA,0.704,104.666,0.0168,0.0777,11,2.25e-05,NA,80
2230,0.0592,NA,0.686,163680,NA,0.964,NA,126.736,0.204,0.0287,0,0,NA,64
2231,0.147,-6.888,0.403,NA,4,0.38,0.495,NA,NA,0.0312,NA,8.03e-06,0,67
2232,0.0429,NA,NA,NA,4,0.51,0.728,122.996,0.00175,NA,7,NA,1,82
2233,0.0664,-18.408,0.352,NA,NA,0.0376,NA,NA,0.97,0.1,0,NA,NA,58
2234,0.162,-10.405,0.714,NA,NA,0.631,NA,NA,NA,0.0293,4,1.7e-06,NA,59
2235,0.3,-10.059,0.605,161946,4,0.93,0.837,157.225,0.754,0.114,7,4.11e-05,NA,27
2236,0.195,NA,0.221,NA,4,0.432,0.956,NA,0.0103,0.0876,0,0.000523,NA,70
2237,0.113,-12.855,0.732,152893,4,0.885,NA,124.942,0.863,0.13,9,NA,1,23
2238,NA,-5.152,0.719,158145,4,0.604,0.837,85.012,0.0453,0.171,10,NA,0,51
2239,0.104,-4.661,0.703,193613,NA,NA,0.868,121.03,NA,0.0291,NA,NA,0,76
2240,NA,NA,NA,NA,NA,NA,NA,NA,0.643,NA,6,0,0,1
2241,0.236,-7.572,0.295,NA,4,0.37,0.593,NA,0.25,NA,NA,NA,1,60
2242,NA,-10.671,NA,155866,4,0.954,NA,170.389,NA,0.0757,7,0.0102,1,50
2243,NA,-6.76,0.404,NA,NA,0.207,0.919,93.92,0.0091,NA,4,0,1,8
2244,NA,NA,0.69,172919,4,NA,NA,104.348,0.891,0.0294,2,0.000386,1,64
2245,0.183,-2.335,0.876,186560,NA,0.921,NA,95.976,0.165,0.193,NA,NA,0,18
2246,NA,-5.204,0.754,NA,4,NA,0.82,124.985,0.222,0.325,NA,0,0,60
2247,NA,-6.144,0.899,NA,NA,0.385,0.435,90.023,0.118,0.084,4,NA,0,59
2248,0.158,NA,0.693,155586,NA,NA,NA,86.039,0.267,0.0468,7,NA,0,66
2249,0.12,-5.65,NA,NA,4,NA,NA,205.903,0.868,0.0442,2,0,1,42
2250,NA,-10.352,NA,214986,4,NA,NA,106.428,0.75,0.0598,NA,NA,1,30
2251,0.102,-2.371,NA,218295,NA,NA,0.839,98.932,NA,NA,NA,0,NA,84
2252,0.0969,NA,0.65,210866,4,NA,0.518,NA,NA,0.301,0,0.13,1,43
2253,0.112,-10.492,0.545,74769,NA,NA,0.481,NA,0.821,NA,4,0.00136,NA,36
2254,NA,-5.954,0.46,202120,4,0.701,NA,153.426,NA,0.325,6,0,NA,72
2255,0.0736,-2.379,NA,194093,4,0.503,0.901,100.002,NA,NA,2,0.000535,1,22
2256,NA,NA,0.489,NA,4,0.161,NA,NA,0.577,NA,NA,0.00014,1,65
2257,0.322,-3.532,NA,NA,4,NA,0.86,129.952,0.199,0.191,7,0.00182,NA,77
2258,0.082,NA,NA,172533,NA,0.576,0.9,120,NA,0.0317,10,0.0207,NA,56
2259,NA,-4.853,0.416,187495,4,NA,0.948,NA,0.000386,0.129,2,0,NA,47
2260,0.0741,-9.496,NA,220734,4,0.248,NA,149.373,NA,0.0458,NA,1.37e-05,1,61
2261,0.289,-11.184,0.641,126352,NA,0.35,0.697,122.042,NA,NA,10,0.678,NA,35
2262,NA,NA,0.541,NA,4,0.221,0.803,142.135,0.0796,NA,1,1.71e-05,NA,74
2263,NA,-4.982,NA,230866,NA,0.826,NA,99.082,0.0489,NA,8,NA,NA,52
2264,0.0877,-3.727,0.668,NA,4,0.782,0.921,120,NA,0.0439,7,0.00517,NA,74
2265,NA,-4.729,0.556,NA,NA,0.665,NA,199.373,0.833,NA,9,2.22e-06,1,69
2266,0.126,-8.15,NA,NA,4,0.273,0.305,79.458,NA,0.268,11,NA,0,53
2267,0.0614,-5.077,0.878,NA,4,NA,0.951,111.334,NA,NA,7,0.544,1,51
2268,NA,-4.942,NA,NA,4,0.307,0.664,155.745,0.316,NA,8,0,NA,65
2269,0.319,NA,NA,NA,NA,NA,0.245,86.338,0.677,0.0299,NA,0,NA,56
2270,NA,-5.335,0.694,184560,4,NA,0.77,125.905,0.176,NA,6,1.1e-05,1,97
2271,NA,-9.749,0.592,NA,4,NA,NA,96.365,0.617,NA,4,NA,1,52
2272,0.0519,NA,NA,242733,4,0.964,NA,117,0.0584,0.0789,NA,0,NA,77
2273,0.09,-8.173,NA,220320,NA,0.149,0.582,NA,0.0923,NA,NA,3.7e-05,0,36
2274,0.0895,-14.351,NA,133466,NA,0.679,0.227,NA,0.957,NA,NA,8.02e-05,1,35
2275,0.0719,-6.257,0.63,195519,NA,0.216,NA,97.005,0.00281,0.0253,11,0,NA,89
2276,0.115,-8.377,0.863,163261,4,0.87,0.677,124.97,NA,0.0512,NA,0,0,46
2277,NA,-7.176,0.596,270706,4,0.494,NA,138.015,0.331,0.0266,5,NA,1,32
2278,0.0719,-17.082,NA,227619,4,NA,0.129,125.802,0.887,0.0346,11,0,NA,68
2279,0.062,-4.516,0.647,189000,4,0.618,NA,103.846,0.0615,0.0904,8,NA,NA,81
2280,0.0918,-6.126,0.433,NA,NA,0.689,NA,174.006,0.1,NA,5,NA,0,25
2281,0.183,NA,0.189,NA,4,0.599,0.893,198.468,3.64e-05,NA,7,NA,NA,63
2282,0.451,-3.874,NA,131064,4,0.717,NA,142.929,0.0161,0.0722,4,NA,1,88
2283,0.135,NA,NA,256600,NA,0.345,NA,130.315,0.00701,NA,1,2.9e-06,0,62
2284,0.25,-11.088,0.737,NA,4,0.397,NA,NA,0.58,0.0353,9,NA,1,43
2285,0.114,-14.892,NA,334106,4,0.249,0.129,91.769,NA,0.0286,6,NA,NA,69
2286,0.0582,-4.168,0.529,195653,NA,NA,0.92,111.132,NA,0.0649,3,NA,NA,66
2287,NA,NA,0.771,NA,4,0.924,NA,93.735,0.213,0.0423,7,0.202,NA,39
2288,0.106,-8.583,0.773,NA,4,0.496,0.508,NA,0.32,0.0558,9,NA,0,1
2289,NA,-13.618,0.763,106980,4,0.211,0.222,88.436,NA,0.0621,10,0.876,0,49
2290,NA,NA,0.759,195160,4,NA,0.498,126.972,NA,NA,10,NA,NA,81
2291,NA,-6.382,0.678,139929,4,0.443,0.694,NA,NA,0.18,9,NA,1,47
2292,0.058,-8.314,0.591,NA,4,0.244,NA,115.062,NA,0.0349,NA,NA,1,39
2293,0.185,-3.833,0.416,222760,4,0.677,0.849,144.844,NA,0.0503,8,4.23e-05,1,55
2294,0.0386,-4.042,0.631,NA,4,0.255,0.748,NA,0.00332,0.0389,NA,4.19e-06,1,58
2295,0.104,NA,NA,NA,3,0.463,0.108,177.727,0.959,NA,2,NA,1,36
2296,0.0878,NA,0.757,228206,4,0.826,0.849,150.036,NA,NA,5,0,0,85
2297,0.0657,-9.673,NA,247400,NA,NA,0.716,NA,NA,NA,1,0.000589,1,63
2298,0.0983,NA,NA,240440,NA,0.335,NA,123.28,NA,0.0392,10,2.68e-05,1,81
2299,NA,NA,NA,177426,NA,0.854,0.507,NA,0.0586,0.0336,7,6.49e-06,NA,30
2300,NA,-3.399,NA,NA,5,0.711,NA,182.469,0.00192,0.194,6,0.000681,0,0
2301,0.117,-6.948,NA,155800,4,0.677,NA,147.967,0.0893,NA,1,NA,1,51
2302,0.133,-4.036,0.751,199095,4,0.349,0.579,105.031,0.398,0.0321,2,2.28e-05,1,77
2303,NA,-5.858,0.624,217185,4,0.592,0.65,135.972,0.249,0.0341,2,0,1,39
2304,0.0215,NA,0.704,NA,4,0.926,0.859,105.115,0.0185,NA,NA,0,0,84
2305,0.336,-10.522,NA,158973,4,0.664,0.506,114.45,0.32,NA,8,NA,NA,32
2306,NA,-2.876,NA,NA,4,0.366,NA,129.998,0.00537,0.0573,NA,6.62e-06,NA,31
2307,0.354,-3.408,0.277,NA,4,0.351,0.962,95.044,NA,0.115,NA,NA,NA,3
2308,0.215,NA,NA,156266,4,NA,NA,NA,0.268,NA,7,3.49e-05,NA,44
2309,0.107,-11.547,0.805,NA,4,NA,0.315,120.606,0.118,0.0584,10,0.000211,0,45
2310,0.0705,NA,0.376,251293,4,0.385,NA,120.514,NA,NA,5,0.574,1,50
2311,0.0837,NA,0.286,NA,NA,NA,NA,156.395,NA,NA,7,NA,1,62
2312,0.133,NA,NA,195133,4,0.317,NA,138.327,NA,0.0301,NA,0,NA,47
2313,0.0928,-13.372,0.604,242533,4,NA,0.461,NA,NA,0.0447,6,NA,0,59
2314,0.126,-9.686,0.807,NA,4,NA,NA,131.963,NA,0.233,10,NA,0,23
2315,0.0648,-9.102,NA,140960,4,0.849,NA,NA,0.31,0.0324,2,NA,1,28
2316,0.119,-6.201,0.446,184840,4,0.581,0.388,175.154,0.814,0.0405,4,NA,1,13
2317,0.345,NA,0.655,230000,NA,0.599,0.602,164.117,0.749,0.048,5,1.33e-05,0,51
2318,0.134,NA,0.579,NA,NA,0.258,0.256,109.901,0.817,NA,NA,NA,0,53
2319,NA,-7.296,0.567,234496,4,0.509,0.735,126.857,0.0368,0.0294,4,0.000824,1,46
2320,NA,-2.734,0.721,NA,4,0.931,NA,NA,0.121,NA,5,NA,0,66
2321,0.0926,-5.238,0.534,287960,4,0.759,0.854,92.937,0.321,NA,8,4.71e-05,1,44
2322,0.0626,-5.546,0.759,NA,4,0.379,0.732,NA,0.000142,0.118,NA,NA,1,73
2323,0.0913,-7.43,0.48,318000,4,0.456,0.77,NA,0.635,0.0449,NA,NA,0,60
2324,0.127,NA,0.557,NA,NA,0.289,0.0723,82.446,0.895,0.108,6,0,1,46
2325,0.191,-2.832,0.918,NA,NA,0.608,NA,97.044,0.0294,0.269,11,7.9e-06,0,66
2326,NA,-5.072,NA,183750,4,0.481,0.738,NA,0.118,NA,4,0,NA,89
2327,NA,-8.32,0.604,361280,NA,0.239,NA,NA,0.0544,NA,2,NA,NA,64
2328,NA,-5.466,0.406,NA,4,NA,0.593,135.798,0.0572,0.0291,2,NA,NA,6
2329,0.0959,-3.584,0.652,217482,NA,NA,0.877,81.986,0.294,0.155,NA,0,NA,71
2330,0.258,-7.834,NA,NA,4,0.57,0.474,116.027,0.803,0.0491,1,0,0,65
2331,NA,-5.572,0.686,NA,4,NA,0.475,86.353,0.619,0.0748,4,0,1,67
2332,0.14,-9.648,0.764,NA,4,0.0701,NA,119.929,0.00614,0.148,NA,0,1,63
2333,0.0598,-11.034,0.571,NA,4,0.947,NA,117.956,0.551,0.0499,2,NA,0,60
2334,0.166,-5.782,0.51,185812,4,NA,NA,159.885,0.0233,0.0744,2,0.133,NA,63
2335,0.27,NA,NA,231293,4,0.293,0.644,98.746,0.245,NA,7,0.00083,NA,55
2336,0.099,-3.976,0.743,202453,4,NA,0.855,96.989,0.141,NA,5,0.0045,0,81
2337,0.0858,NA,0.764,211882,5,0.553,0.604,66.655,NA,0.13,6,0.000105,1,48
2338,0.172,NA,0.593,363538,4,0.749,0.693,NA,0.0283,0.0305,4,0.084,NA,45
2339,0.226,-6.861,0.806,214826,4,0.909,0.843,108.91,0.208,0.0378,10,0.00105,NA,1
2340,NA,-8.074,0.912,238614,NA,0.422,0.412,154.983,NA,NA,7,0.013,1,94
2341,0.141,-8.917,0.774,186140,NA,0.47,0.435,90.534,0.0586,0.0792,0,0.00831,1,34
2342,NA,-6.138,0.947,229004,4,0.454,NA,129.977,0.107,NA,10,0.000691,0,71
2343,0.106,-8.946,NA,184005,NA,0.631,0.549,90.025,NA,0.245,5,0,NA,18
2344,0.195,-4.921,0.917,224903,4,0.441,0.786,143.038,0.0403,NA,11,0,NA,85
2345,0.325,-4.045,0.557,180000,4,NA,NA,142.015,NA,0.0499,0,0.000225,1,65
2346,0.0757,-6.413,0.565,231905,4,NA,0.782,140.004,0.0577,NA,8,NA,1,66
2347,0.12,-6.662,0.612,NA,4,0.434,0.483,79.38,NA,NA,NA,0,NA,1
2348,0.0847,-10.338,NA,268933,4,0.815,0.686,125.412,0.0943,0.0279,9,1.93e-06,0,20
2349,0.0841,-7.031,NA,NA,NA,0.372,0.632,97.04,0.103,0.0789,10,1.09e-05,1,81
2350,0.162,NA,0.768,173026,4,NA,0.864,110.008,0.101,0.0324,NA,NA,1,81
2351,0.0992,-6.836,0.537,248893,NA,NA,0.576,NA,0.706,NA,7,NA,1,22
2352,0.263,-16.548,0.547,144120,4,0.903,0.254,139.65,0.133,0.0461,9,8.24e-05,1,43
2353,NA,-9.637,0.542,175400,4,0.92,NA,159.81,0.319,0.0549,9,5.34e-05,1,70
2354,0.0743,-6.719,0.71,167682,NA,0.812,0.591,NA,NA,NA,7,NA,0,31
2355,NA,-9.127,NA,179404,4,NA,0.387,125.978,0.088,NA,1,0,NA,96
2356,0.206,-2.435,0.719,235213,4,0.964,0.967,NA,0.0588,0.0552,0,0.000249,NA,75
2357,0.326,-6.361,0.556,NA,4,0.663,0.847,139.942,0.0503,NA,11,0.906,0,16
2358,0.138,NA,0.65,NA,4,0.475,0.785,101.002,0.225,0.0383,0,6.36e-05,1,54
2359,0.476,-7.046,0.705,138872,4,0.929,NA,NA,NA,0.32,10,0,NA,77
2360,0.0928,-7.638,0.573,NA,4,0.876,0.902,84.412,0.018,0.054,6,0.00125,0,85
2361,0.14,NA,0.733,183013,NA,0.651,0.589,NA,0.414,0.0381,2,1.04e-06,NA,64
2362,0.292,NA,0.895,230000,4,0.632,0.694,93.944,0.176,0.275,9,0,NA,69
2363,0.0984,-10.089,NA,NA,4,0.543,NA,154.75,NA,0.0441,0,0,NA,57
2364,0.198,-5.754,0.326,NA,4,0.521,0.929,164.984,NA,0.174,NA,0.000979,1,18
2365,0.088,-6.758,0.5,212182,4,NA,NA,162.009,0.0136,NA,NA,NA,1,49
2366,0.132,NA,0.638,112800,4,0.901,NA,139.434,NA,0.0687,9,0,0,65
2367,NA,-13.455,NA,166053,4,NA,0.332,115.88,0.812,0.0319,NA,0.000401,1,39
2368,0.0285,NA,0.883,238466,NA,0.557,0.659,NA,0.0814,0.294,10,0.00119,0,6
2369,0.15,NA,NA,NA,4,0.872,0.56,122.054,NA,0.0327,NA,3.66e-05,1,60
2370,0.102,NA,0.451,249640,4,0.411,0.518,111.827,0.716,NA,NA,0,1,55
2371,0.106,NA,0.656,NA,NA,NA,0.542,166.11,0.0484,0.323,7,NA,1,77
2372,0.259,NA,NA,248173,4,0.463,NA,91.353,NA,NA,2,NA,1,33
2373,NA,NA,0.487,NA,4,0.207,NA,115.989,NA,NA,4,0.0257,NA,27
2374,NA,NA,0.531,233866,4,0.683,0.915,NA,NA,NA,NA,0,0,40
2375,0.113,-5.355,NA,NA,NA,0.566,NA,NA,0.00835,NA,NA,0,1,84
2376,0.13,-6.621,0.812,187426,4,0.576,0.448,NA,0.233,0.0666,1,NA,0,57
2377,0.234,-3.213,NA,223937,NA,0.291,NA,174.98,0.0059,NA,NA,NA,NA,42
2378,0.0389,-3.875,0.786,265173,4,NA,0.87,100.66,0.413,0.0316,NA,NA,NA,32
2379,NA,-4.181,0.959,NA,NA,0.506,0.753,NA,0.0397,0.149,9,0,1,4
2380,0.0677,-13.925,0.42,295600,3,0.175,0.33,NA,0.245,NA,NA,NA,NA,72
2381,0.048,NA,NA,241231,4,NA,0.597,108.037,NA,0.0469,9,2.03e-05,1,44
2382,NA,NA,0.561,NA,NA,NA,0.774,NA,NA,NA,7,2.36e-06,0,61
2383,0.179,-5.448,0.782,NA,4,0.753,0.544,90.562,0.212,0.0306,NA,NA,1,54
2384,0.102,NA,0.661,273533,4,0.606,0.585,129.98,NA,NA,NA,NA,1,57
2385,0.072,-6.053,NA,164120,NA,0.813,0.688,NA,0.455,0.0372,7,0,1,61
2386,0.13,-5.559,0.372,NA,NA,0.756,0.91,NA,NA,0.0392,NA,0.0944,NA,65
